transacao_id,transacao_valor,morador_id,imovel_id,data_transacao
89b706dac4004154a42658851bc319df,1238,0af19145c31f4c25a0b746a6388b0b1a,9be0282961fb4cfbaf984bc88a8ae7dc,2008-01-01 13:30:00
b76324c37e62451a94aa90d96aba1220,4661,c2e67b6b1185487f91530615edc4a72b,df1461c67dc143e49e085c0fd91f4340,2008-01-01 13:30:00
e45f8aa4e2b8462dbc10b5f02c3eb48d,1550,3860d7f403414df68cb3cd05941d7849,d54a2da785a94baa88a52ba6387b0948,2008-01-01 13:30:00
8749e145b67547389a1ee1bb7f20943d,3081,050916ffb8f146ddab97af790610a6ad,8e444d4f258b495e97b59527093a8eb7,2008-01-01 13:30:00
d6a361d24fa74cf19e7dcbf70e08faa8,3328,dd4b76ddbf1d443cb2e648038568abbb,8f1ec9a471e3427698eed8ae7e839f31,2008-01-01 13:30:00
128f26192f3c4ba293297f1281cc3e70,1463,8372000efc5740fcae271aa4719b740b,e8b4fa0115844ad291be87f6e49b454c,2008-01-01 13:30:00
9feaa963de0e4692b33f9a8f7657fe5f,4693,4bec0379f0654779b8de893e19e96d11,5da0273dc0064454a8bf1e765880b90c,2008-01-01 13:30:00
6b2cc0d1bf8342658b4d401084b6d133,3206,b85bcc36c26b4666bc7e74f2db70970b,e1db546dd3d44356a94feb3c1a2115b0,2008-01-01 13:30:00
b2340990379d4ea3bcd9079373bc1abd,4938,df40353e451d45a4bc01e027b392b6df,49870e3e8c1c4c3a9ad74b25bfb85f8c,2008-01-01 13:30:00
29bc17a1a12d44d5939b8e463e7b1748,1554,903e5781a0d2413ca3505ef3bbb3e52c,d9d8f9c4941f4dfda29d57957d42909e,2008-01-01 13:30:00
1357eee4fc124459a97a2251bac269bc,2475,4f9ec90c75df4440a099825bd647e307,457f59797a5846408e9f55d27ef49ced,2008-01-01 13:30:00
5877ef0d04524055a9fffe36703ce3b8,282,68e54dc6c075411baf0c7db318b97c5e,fd40da5619744e148c7d0bce8f44e392,2008-01-01 13:30:00
b5b50685e37648dfa9890facf5fb7ab9,3316,1766acbf02a54d6b9d0640fd1e1bee34,a45e0a6eabc940afbed60a9d9026658a,2008-01-01 13:30:00
2290351cb9cd45d29ec8b542774be69e,596,537f65085ae84982984af872f3d2f0c2,9533b9264ff2433d8a34c31bdd82c28c,2008-01-01 13:30:00
55555cddd97e4c44939a55a036346d21,938,2f625580d2b24424b69a14d4b5011140,94e1754aecc34135939bbac580599ae8,2008-01-01 13:30:00
8c909884febf4343804bae028e575298,4541,129af81b88b74558af849be8192eff3f,021c32b767794985a594d0943c5fa461,2008-01-01 13:30:00
6ae647258a1945e28f97adb24fc5d2a2,4190,6334166da3df418bbb4d400f3a658622,631735ee34754cc3a498e927cb15b42f,2008-01-01 13:30:00
accfcfd3e0824d98a2d29ac6ff74c02c,3215,5aa7dd91f75d4cfd89fac8b3262861d4,c88668ec69e54728884c2b53f82ec83c,2008-01-01 13:30:00
297dd4140e334c7493121a5ce6c76e73,4991,fcdbdf9dc83341739e277cdf6c8ca6df,584843b23271409294e433accf16301d,2008-01-01 13:30:00
c1419fcae07047ccbf67eaa589b63a66,3964,edb057512cde43b5abdb28d5e8054ceb,8ed3ba3ea08b4444862562d5f0c77376,2008-01-01 13:30:00
f05ee810575b4fd6a7e4e06f4f7a5d22,635,d4c19c1ecaf14a3491aba480a1356cd5,11447bb6434d4107a78097d2aad61d7b,2008-01-01 13:30:00
b7606a6463484099a46ede229a8eedf6,4741,2f9ff36e412d4c6590a9c4348d245ce0,3cf06c9d27664dec9307a4bb8bfaea25,2008-01-01 13:30:00
e9167a2269cc4f1f80f08a3659820edf,4170,37fa83424a204d2ba694aa9b31347460,1dad7b4cc3d24abb8c9966a5dafd2f2e,2008-01-01 13:30:00
b8f75a2ac310466088d45bf4750524be,501,999ec910e5914009b40962671bf0f3b0,eabfd4e2128e424a9afced34d7699107,2008-01-01 13:30:00
388ab37eb26f457799dc16e67922ab9a,1498,e498d2a6826e4c6c91e60a3e0c48d700,e90cbe7bb37f4d5495bdab1bc00c977c,2008-01-01 13:30:00
65be62fba8874266816a3efb767d85d3,365,e1ecb7b7ee5844448684447f585eb9ab,ab90aedf302248ecb3740db1219e6e9d,2008-01-01 13:30:00
bc2daf8e5ffb442aa1179b7b0200ad0e,2309,51880a791c3b41819ea0604ae9be96db,1133f9f2efea42c7b94183de27b20990,2008-01-01 13:30:00
